Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
CAR,pittsboro,NC,27312,covington,LA,70433,700,COD/COP,836,1,1965 ford mustang,Inop,ENCLOSED,2023-02-06,146238,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Durham,New Orleans - Metairie - Kenner,35.753878,-79.205479,30.45452,-90.144252,02_06_2023_07_19,02_06_2023_07_23
CAR,newton,NC,28658,woodstock,GA,30188,300,COD/COP,250,1,1958 mg mga,Runs,ENCLOSED,2023-02-06,146433,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Hickory - Lenoir - Morganton,Atlanta - Sandy Springs - Marietta,35.644075,-81.242969,34.120573,-84.447901,02_06_2023_07_19,02_06_2023_08_09
CAR,new bern,NC,28561,sacramento,CA,95813,2000,COD/COP,2912,1,1966 ford mustang shelby gt,Runs,ENCLOSED,2023-02-06,30921665-us,asap 865 381-1703 text or call,US Star Trucking LLC,(865) 730-4992,usstartrucking@gmail.com,99.8,Not specified,Sacramento - Arden-Arcade - Roseville,35.1084,-77.0446,38.5817,-121.4934,02_06_2023_07_19,02_06_2023_09_45
CAR,new bern,NC,28562,sacramento,CA,94203,2200,COD/COP,2969,1,1966 ford mustang shelby gt,Runs,ENCLOSED,2023-02-06,30536160-sf,call or text asap610 596-1176 contract signed,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Not specified,Sacramento - Arden-Arcade - Roseville,35.071026,-77.114132,38.5819,-121.4935,02_06_2023_07_19,02_06_2023_11_54
CAR,new bern,NC,28561,sacramento,CA,94203,2050,COD/COP,2910,1,1966 ford mustang shelby gt,Runs,ENCLOSED,2023-02-05,31539702-je,calltext 218 212-6931,Elite Auto Shipping,(516) 559-5542 x5,serge@eliteautoshipping.com,99.6,Not specified,Sacramento - Arden-Arcade - Roseville,35.1084,-77.0446,38.5819,-121.4935,02_06_2023_07_19,02_06_2023_07_50
CAR,Blair,NE,68008,Edmond,OK,73012,600,COD/COP,477,1,2021 chevrolet corvette,Runs,ENCLOSED,2023-02-05,Not specified,Call Alex for Pick up 402-203-6688,Country Auto,(402) 426-3325,josephtjr2@gmail.com,97.1,Omaha - Council Bluffs,Oklahoma City,41.545418,-96.191248,35.674748,-97.59394,02_06_2023_07_19,02_06_2023_14_56
CAR,New Bern,NC,28560,Redding,CA,96001,2250,COD/COP,2987,1,1966 ford mustang,Runs,ENCLOSED,2023-02-06,11259515,Ready to go,Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,Not specified,Redding,35.099246,-76.981852,40.624664,-122.465895,02_06_2023_07_19,02_06_2023_11_28
CAR,Blair,NE,68008,Brentwood,CA,94513,1400,COD/COP,1667,1,2022 dodge challenger,Runs,ENCLOSED,2023-02-05,Not specified,Call Alex for pickup 402-203-6688,Country Auto,(402) 426-3325,josephtjr2@gmail.com,97.1,Omaha - Council Bluffs,San Francisco - Oakland - Fremont,41.545418,-96.191248,37.899769,-121.735103,02_06_2023_07_19,02_06_2023_14_53
CAR,Lincoln,NE,68514,Skokie,IL,60076,600,COD/COP,524,1,1970 chevrolet camaro,Runs,ENCLOSED,2023-02-10,Not specified,Not specified,Restore a Muscle Car LLC,(402) 730-4719,sales@restoreamusclecar.com,99.1,Lincoln,Chicago - Naperville - Joliet,40.932189,-96.652517,42.03821,-87.728065,02_06_2023_07_19,02_06_2023_14_56
CAR,Fairfield,NJ,7004,Palm Beach,FL,33480,1000,FIFTEEN_BUSINESS_DAYS,1241,1,2020 bentley gt,Runs,ENCLOSED,2023-02-04,Call/text 201-851-2319-must deliver 2/9,Not specified,Troy Car Inc.,(973) 808-8769,dispatch@troycarinc.com,100.0,New York - Northern New Jersey - Long Island,Miami - Fort Lauderdale - Pompano Beach,40.876582,-74.297628,26.678858,-80.039237,02_06_2023_07_19,02_06_2023_11_24
CAR,Fairfield,NJ,7004,Palm Beach,FL,33480,800,FIFTEEN_BUSINESS_DAYS,1241,1,2020 bentley gt,Runs,ENCLOSED,2023-02-03,TC5036 - MUST DELIVER 2/9,CALL/TEXT 201-851-2319,Troy Car Inc.,(973) 808-8769,dispatch@troycarinc.com,100.0,New York - Northern New Jersey - Long Island,Miami - Fort Lauderdale - Pompano Beach,40.876582,-74.297628,26.678858,-80.039237,02_06_2023_07_19,02_06_2023_11_57
CAR,Englewood,NJ,7631,Okemos,MI,48864,700,TWO_BUSINESS_DAYS,673,1,2019 audi a5,Runs,ENCLOSED,2023-02-06,Call 718-954-2331,Not specified,BB&D Brokerage LLC,(201) 359-3355,bbndbrokerage@gmail.com,100.0,New York - Northern New Jersey - Long Island,Lansing - East Lansing,40.889551,-73.972656,42.704994,-84.402071,02_06_2023_07_19,02_06_2023_14_03
CAR,Clementon,NJ,8021,Kernersville,NC,27284,450,COD/COP,472,1,1973 opel gt,Runs,ENCLOSED,2023-02-06,4243773,9046010298 ASAP. https://link.secureserviceform.com/BRpw,Movewheels.com,(904) 364-1854,centraldispatchmw@gmail.com,97.3,Philadelphia - Camden - Wilmington,Winston - Salem,39.804754,-75.006042,36.118256,-80.07602,02_06_2023_07_19,02_06_2023_08_03
SUV,Cherry Hill,NJ,8003,Prosper,TX,75078,1025,COD/COP,1470,1,2023 land rover defender,Runs,ENCLOSED,2023-02-06,10796932,770-881-7199 Text/Call Ready to Pick,Cheapautotrans Inc,(770) 881-7185,info@cheapautotrans.com,97.2,Philadelphia - Camden - Wilmington,Dallas - Fort Worth - Arlington,39.890037,-74.973617,33.262918,-96.805285,02_06_2023_07_19,02_06_2023_14_56
CAR,Bordentown,NJ,8505,San Antonio,TX,78225,1100,COD/COP,1783,1,2017 mercedes c63,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,Diamond Armor Co. LLC,(210) 862-8487,diamondarmorco@gmail.com,97.1,Philadelphia - Camden - Wilmington,San Antonio - New Braunfels,40.092941,-74.741363,29.388759,-98.52757,02_06_2023_07_19,02_06_2023_14_56
CAR,blackwood,NJ,8012,miami,FL,33129,600,COD/COP,1209,1,2021 bmw m4,Runs,ENCLOSED,2023-02-04,252653-69361,"destination: jacksonville beach,fl 32250",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Philadelphia - Camden - Wilmington,Miami - Fort Lauderdale - Pompano Beach,39.785363,-75.050033,25.75226,-80.202448,02_06_2023_07_19,02_06_2023_08_57
CAR,blackwood,NJ,8012,jacksonville beach,FL,32250,600,COD/COP,873,1,2021 bmw m4,Runs,ENCLOSED,2023-02-04,252653-69358,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Philadelphia - Camden - Wilmington,Jacksonville,39.785363,-75.050033,30.27988,-81.416402,02_06_2023_07_19,02_06_2023_08_57
CAR,beverly,NJ,8010,fayetteville,WV,25840,500,COD/COP,476,1,2020 fiat 124 coupe,Runs,ENCLOSED,2023-02-10,30412569-aa,no comment,Advantage Auto Transport,(954) 254-0704,wisdom92@gmail.com,99.8,Philadelphia - Camden - Wilmington,Not specified,40.048572,-74.916366,38.034008,-81.021452,02_06_2023_07_19,02_06_2023_14_56
CAR,beach haven,NJ,8008,punta gorda,FL,33950,550,COD/COP,1212,1,2023 bmw m8 gran coupe,Runs,ENCLOSED,2023-02-07,30469047-cg0,call and sms jerry-727 350-6071,Us Car-Go Freight Logistics LLC,(727) 350-7955,info@uscargofreight.com,99.5,New York - Northern New Jersey - Long Island,Punta Gorda,39.637942,-74.198938,26.912444,-82.03396,02_06_2023_07_19,02_06_2023_14_12
CAR,Atlantic City,NJ,8401,Woodland,CA,95695,1800,COD/COP,2879,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-02-06,JH23,Hard side lift gate truck required.,Corvette Mike,(661) 510-3486,jeff@corvettemike.com,100.0,Atlantic City,Sacramento - Arden-Arcade - Roseville,39.371579,-74.452032,38.691881,-121.861588,02_06_2023_07_19,02_06_2023_14_56
CAR,Asbury Park,NJ,7712,Bonney Lake,WA,98391,1660,COD/COP,2910,1,2014 audi s4,Runs,ENCLOSED,2023-02-06,UP20510 uship payment,Not specified,Tempus Logix,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,New York - Northern New Jersey - Long Island,Seattle - Tacoma - Bellevue,40.246726,-74.049037,47.172383,-122.174216,02_06_2023_07_19,02_06_2023_10_07
PICKUP,Andover,NJ,7821,Forbes Road,PA,15633,300,COD/COP,300,1,1992 chevrolet c/k 1500 series,Runs,ENCLOSED,2023-02-10,Not specified,Not specified,Blue Devil Delivery LLC,(330) 603-5633,bluedevildelivery@yahoo.com,100.0,New York - Northern New Jersey - Long Island,Pittsburgh,40.961952,-74.755438,40.362004,-79.520341,02_06_2023_07_19,02_06_2023_14_56
CAR,weare,NH,3281,beaufort,SC,29906,900,COD/COP,1024,1,2017 bmw m3,Runs,ENCLOSED,2023-02-06,507749,Not specified,"Preowned Auto Logistics, Inc.",(978) 542-1955 x1,info@palmoves.com,100.0,Manchester - Nashua,Not specified,43.08451,-71.72227,32.433253,-80.771357,02_06_2023_07_19,02_06_2023_07_32
CAR,meredith,NH,3253,the villages,FL,32163,1155,COD/COP,1373,1,2011 porsche panamera,Runs,ENCLOSED,2023-02-09,1713664,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Not specified,Not specified,43.6177,-71.478163,28.93,-81.95,02_06_2023_07_19,02_06_2023_09_03
CAR,Meredith,NH,3253,Minneapolis,MN,55429,1200,TWO_BUSINESS_DAYS,1423,1,1962 volkswagen beetle,Runs,ENCLOSED,2023-02-06,ORDER 4030-NH-MN,Paige - 704-402-5007 Tel/Text ,"Sterling Productions, LP",(704) 402-5007,paige@splpautotransport.com,100.0,Not specified,Minneapolis - St. Paul - Bloomington,43.6177,-71.478163,45.063892,-93.340708,02_06_2023_07_19,02_06_2023_14_56
CAR,Manchester,NH,3103,Richmond,VA,23232,600,THIRTY_BUSINESS_DAYS,595,1,1993 toyota supra,Inop,ENCLOSED,2023-02-07,RD80237,"Actual PU:  Cambridge, MA; DEL: Newark, DE",RCG Logistics LLC 1,(916) 573-6599,ship@rcglogistics.com,100.0,Manchester - Nashua,Richmond,42.940893,-71.444068,37.544,-77.4507,02_06_2023_07_19,02_06_2023_14_56
CAR,keene,NH,3431,erie,PA,16505,550,COD/COP,473,1,1997 cadillac deville,Runs,ENCLOSED,2023-01-21,30551619-uf0,no comment,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Not specified,Erie,42.976078,-72.276523,42.113985,-80.148263,02_06_2023_07_19,02_06_2023_14_56
CAR,Greenland,NH,3840,Stratford,WI,54484,1200,COD/COP,1321,1,1965 ford mustang,Runs,ENCLOSED,2023-02-03,Not specified,call/txt 516-946-9347 dispatch ,Dukes Auto Inc,(516) 946-9347,theautoshippers@hotmail.com,99.8,Boston - Cambridge - Quincy,Wausau,43.032582,-70.850056,44.799904,-90.07316,02_06_2023_07_19,02_06_2023_09_22
SUV,conway,NH,3818,buckhannon,WV,26201,900,COD/COP,791,1,2011 land rover range rover sport,Runs,ENCLOSED,2023-02-03,30576622-uf,asap call or text 610 756-7407,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Not specified,Not specified,43.966632,-71.236342,38.997463,-80.194018,02_06_2023_07_19,02_06_2023_14_56
PICKUP,Candia,NH,3034,Mount Pleasant,IA,52641,1425,COD/COP,1275,1,2018 ram 1500 4wd,Runs,ENCLOSED,2023-02-06,11144813,Nick|| 404-835-7836|| ASAP,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.9,Boston - Cambridge - Quincy,Not specified,43.070868,-71.312028,41.019813,-91.59576,02_06_2023_07_19,02_06_2023_10_46
CAR,plattsmouth,NE,68048,cold spring harbor,NY,11724,900,COD/COP,1299,1,1995 chevrolet corvette,Runs,ENCLOSED,2023-01-26,5958,delivery after february 7th pmt: net15,Optimus Transport,(213) 461-5033,optimus1transport@gmail.com,99.6,Omaha - Council Bluffs,New York - Northern New Jersey - Long Island,40.96935,-95.949839,40.861176,-73.453387,02_06_2023_07_19,02_06_2023_09_13
CAR,Omaha,NE,68118,Pelham,NY,10803,1700,COD/COP,1276,1,2023 audi r8,Runs,ENCLOSED,2023-02-06,203397768,call  or text 516 906 9838,Number 1 Auto Transport Group Inc.,(516) 544-4044,dispatch@number1autotransport.com,100.0,Omaha - Council Bluffs,New York - Northern New Jersey - Long Island,41.263003,-96.180039,40.90454,-73.805904,02_06_2023_07_19,02_06_2023_14_56
CAR,Kearney,NE,68847,Dallas,TX,75244,700,TWO_BUSINESS_DAYS,664,1,2022 audi r8,Runs,ENCLOSED,2023-02-06,Not specified,Please call Tim at 949-300-8357 for scheduling details,European Exotic Center,(574) 229-5341,chas@europeanexoticcenter.com,100.0,Not specified,Dallas - Fort Worth - Arlington,40.74981,-99.01715,32.930328,-96.835261,02_06_2023_07_19,02_06_2023_12_00
CAR,Mooresville,NC,28117,Eagle Pass,TX,78852,1200,COD/COP,1399,1,1929 ford model a,Runs,ENCLOSED,2023-02-06,10210906,private to private call or text Oscar 2563926684,G&G Auto Transport LLC,(256) 660-6960,pgangie1412@gmail.com,95.0,Charlotte - Gastonia - Rock Hill,Not specified,35.571472,-80.895998,28.562017,-100.332488,02_06_2023_07_19,02_06_2023_14_56
CAR,leicester,NC,28748,loudon,TN,37774,350,COD/COP,154,1,1987 ferrari 328 hrs,Runs,ENCLOSED,2023-02-14,30577016-uf,no comment,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Asheville,Knoxville,35.651255,-82.765954,35.735636,-84.372617,02_06_2023_07_19,02_06_2023_14_56
SUV,Ridgeland,MS,39157,Santa Fe Springs,CA,90670,1500,TWO_BUSINESS_DAYS,1844,1,2023 mercedes-benz mercedes-maybach gls,Runs,ENCLOSED,2023-02-03,BP PA888169,Not specified,Autobyzack Inc,(832) 588-6632,zackyazici@me.com,97.7,Jackson,Los Angeles - Long Beach - Anaheim,32.428608,-90.153354,33.923248,-118.057571,02_06_2023_07_19,02_06_2023_13_47
PICKUP,Philadelphia,MS,39350,Sherrills Ford,NC,28673,450,COD/COP,565,1,1990 chevrolet c1500,Runs,ENCLOSED,2023-02-05,10994388,Private to private. Call/text: 6196300330.,"Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,Not specified,Hickory - Lenoir - Morganton,32.776031,-89.122819,35.601448,-80.994261,02_06_2023_07_19,02_06_2023_13_56
CAR,jackson,MS,39206,tuscaloosa,AL,35405,300,IMMEDIATELY,193,1,2021 chevy corvette,Runs,ENCLOSED,2023-02-04,35142698,Please text Darrell Keller @ 205-872-7465 for pickup/deliver,Carlock Nissan Of Jackson Inc.,(731) 431-5644,brian.russell@carlockcars.com,98.6,Jackson,Tuscaloosa,32.370895,-90.173554,33.110098,-87.552052,02_06_2023_07_19,02_06_2023_14_56
CAR,Hernando,MS,38632,Houston,TX,77077,425,COD/COP,611,1,2021 mercedes-benz c 300,Runs,ENCLOSED,2023-02-09,23-2520,https://shipez.us/5JKLT or TXT 954-526-1402,Freedom Auto Transport LLC,(954) 320-0330,dispatch@freedomautotransport.com,100.0,Memphis,Houston - Sugar Land - Baytown,34.795483,-89.977928,29.754967,-95.609456,02_06_2023_07_19,02_06_2023_14_56
SUV,Gulfport,MS,39503,Jersey City,NJ,07305,800,COD/COP,1263,1,2023 toyota sequoia,Runs,ENCLOSED,2023-02-06,Not specified,Please call Albert 718-913-9120 cashapp/zelle,Wandel Inc,see listing,info@ahh-logistics.com,100.0,Gulfport - Biloxi,New York - Northern New Jersey - Long Island,30.473041,-89.157717,40.692524,-74.075359,02_06_2023_07_19,02_06_2023_10_56
CAR,sainte genevieve,MO,63670,aubrey,TX,76227,500,COD/COP,620,1,2022 ford mustang,Runs,ENCLOSED,2023-02-04,30578741-uf,asap call or text 610 672-7457,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.8,Not specified,Dallas - Fort Worth - Arlington,37.881801,-90.1443,33.274052,-96.986525,02_06_2023_07_19,02_06_2023_14_56
CAR,saint louis,MO,63105,fallon,NV,89406,1600,COD/COP,1827,1,1969 chevrolet el camino,Inop,ENCLOSED,2023-02-06,254636-70673,"origin: red bud,il 62278",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,St. Louis,Not specified,38.645329,-90.326056,39.537984,-118.343593,02_06_2023_07_19,02_06_2023_08_09
CAR,saint louis,MO,63139,Elizabeth,PA,15037,600,COD/COP,614,1,1962 ford galaxie,Inop,ENCLOSED,2023-02-05,bogies2309,Not specified,Bogies St Louis Auto Buying Service Inc,(314) 703-7004,bogiesmotors@msn.com,99.3,St. Louis,Pittsburgh,38.61355,-90.291919,40.259273,-79.853118,02_06_2023_07_19,02_06_2023_09_22
CAR,saint louis,MO,63104,phoenix,AZ,85023,1150,COD/COP,1494,1,1956 ford thunderbird,Runs,ENCLOSED,2023-02-09,1714703,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,St. Louis,Phoenix - Mesa - Glendale,38.607982,-90.212839,33.631186,-112.093201,02_06_2023_07_19,02_06_2023_14_56
CAR,saint louis,MO,63101,mobile,AL,36601,800,COD/COP,647,1,1949 chrysler town & country,Runs,ENCLOSED,2023-02-05,1715759,"p/u in cape girardeau,mo 63701del in frisco city,al 3644",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,St. Louis,Mobile,38.631372,-90.192381,30.6945,-88.0431,02_06_2023_07_19,02_06_2023_07_29
CAR,Rolla,MO,65401,Medford,OR,97504,1400,COD/COP,2044,1,2011 kia soul,Runs,ENCLOSED,2023-02-10,10695188,Not specified,Suncoast Auto Transport Inc.,772-337-8546,dispatch@suncoastautotransport.com,100.0,Not specified,Medford,37.889687,-91.82741,42.322754,-122.793404,02_06_2023_07_19,02_06_2023_14_56
CAR,o fallon,MO,63376,crossville,TN,38558,600,COD/COP,456,1,2016 chevrolet corvette,Runs,ENCLOSED,2023-02-06,sa2923-85761,p#844-801-4068,"Sherpa Auto Transport, LLC 1",(844) 801-4068,dispatch+1@sherpaautotransport.com,100.0,St. Louis,Not specified,38.795082,-90.626787,36.020614,-84.856722,02_06_2023_07_19,02_06_2023_14_56
SUV,Monett,MO,65708,Melbourne,FL,32901,1200,COD/COP,1171,1,2018 jeep grand cherokee,Runs,ENCLOSED,2023-02-06,11259309,Not specified,Beam Me Up Auto Transport INC,(561) 212-7774,josh@beamautotransport.com,100.0,Not specified,Palm Bay - Melbourne - Titusville,36.920726,-93.946473,28.074742,-80.632606,02_06_2023_07_19,02_06_2023_07_57
SUV,Monett,MO,65708,Melbourne,FL,32901,1200,COD/COP,1171,1,2020 jeep cherokee,Runs,ENCLOSED,2023-02-06,Jeep MO to FL,"Text 689 500 3905, thank you ",Ghost Pepper Logistics Inc,(689) 500-3905,dispatch@ghostpepperlogistics.com,100.0,Not specified,Palm Bay - Melbourne - Titusville,36.920726,-93.946473,28.074742,-80.632606,02_06_2023_07_19,02_06_2023_08_19
CAR,kansas city,MO,64152,aloha,OR,97007,1425,COD/COP,1807,1,1963 ford galaxie,Runs,ENCLOSED,2023-02-10,1714949,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Kansas City,Portland - Vancouver - Hillsboro,39.217586,-94.74676,45.446188,-122.882264,02_06_2023_07_19,02_06_2023_11_24
SUV,kansas city,MO,64112,new york,NY,10001,1400,COD/COP,1197,1,2020 land rover range rover sport,Runs,ENCLOSED,2023-02-17,r564659,call or request online: v2d&period;io/1nr6ex,RoadRunner Auto Transport,(516) 605-2666,dispatch@v2logistics.com,99.9,Kansas City,New York - Northern New Jersey - Long Island,39.036082,-94.595006,40.7508,-73.996122,02_06_2023_07_19,02_06_2023_14_56
CAR,cape girardeau,MO,63701,frisco city,AL,36445,800,COD/COP,526,1,1949 chrysler town & country,Runs,ENCLOSED,2023-02-05,1696085,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Cape Girardeau - Jackson,Not specified,37.338206,-89.590786,31.440041,-87.467818,02_06_2023_07_19,02_06_2023_08_29
CAR,cameron,MO,64429,adair village,OR,97330,1825,COD/COP,1855,1,2016 maserati granturismo,Runs,ENCLOSED,2023-02-05,3023-24789,payment w/in 5 biz days of delivery p#844-311-9931,Sherpa Auto Transport LLC 2,(844) 311-9931,dispatch+2@sherpaautotransport.com,100.0,Kansas City,Corvallis,39.75472,-94.262314,44.642031,-123.275878,02_06_2023_07_19,02_06_2023_14_28
CAR,blue springs,MO,64015,sammamish,WA,98075,1425,COD/COP,1850,1,2020 subaru crosstrek,Runs,ENCLOSED,2023-02-13,1686939,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Kansas City,Seattle - Tacoma - Bellevue,39.014966,-94.312062,47.588294,-122.034863,02_06_2023_07_19,02_06_2023_14_56
CAR,st louis park,MN,55426,dallas,TX,75225,900,COD/COP,937,1,2022 porsche 911,Runs,ENCLOSED,2023-02-02,343739,Not specified,Direct Express Auto Transport,(415) 482-8556,info@autotransportdirect.com,97.3,Minneapolis - St. Paul - Bloomington,Dallas - Fort Worth - Arlington,44.952604,-93.384651,32.863466,-96.791739,02_06_2023_07_19,02_06_2023_08_42
CAR,Saint Paul,MN,55110,Lake Havasu City,AZ,86404,1365,FIVE_BUSINESS_DAYS,1704,1,1957 chevrolet bel air,Runs,ENCLOSED,2023-02-07,10274592,Have contract in hand,ShipYourCarNow LLC,(917) 933-5723,cdfdtest@shipyourcarnow.com,99.8,Minneapolis - St. Paul - Bloomington,Lake Havasu City - Kingman,45.093914,-93.000052,34.649452,-114.187447,02_06_2023_07_19,02_06_2023_07_50
CAR,rochester,MN,55906,lubbock,TX,79424,1100,COD/COP,1122,1,1987 ford thunderbird,Runs,ENCLOSED,2023-02-06,30412595-aa,no comment,Advantage Auto Transport,(954) 254-0704,wisdom92@gmail.com,99.8,Rochester,Lubbock,44.10762,-92.395854,33.47143,-101.95161,02_06_2023_07_19,02_06_2023_14_56
SUV,Perham,MN,56573,Tucson,AZ,85749,1600,TEN_BUSINESS_DAYS,1767,1,2021 ford explorer,Runs,ENCLOSED,2023-02-08,11235885,Not specified,Power2ship Inc,(954) 654-7808,dispatch@power2ship.com,100.0,Not specified,Tucson,46.609958,-95.541014,32.272493,-110.748308,02_06_2023_07_19,02_06_2023_14_56
CAR,Southaven,MS,38672,Olathe,KS,66062,550,COD/COP,466,1,2010 chevrolet corvette,Runs,ENCLOSED,2023-02-17,2010 vette to kansas,Not specified,Classic Autoz Inc,(901) 652-0106,info@classicautoz.com,100.0,Memphis,Kansas City,34.948276,-89.955274,38.852656,-94.778942,02_06_2023_07_19,02_06_2023_14_56
CAR,Lillington,NC,27546,Huntsville,TX,77340,1100,FIFTEEN_BUSINESS_DAYS,1199,1,2022 dodge challenger,Runs,ENCLOSED,2023-02-06,11260839,Text Ethan (918)-894-6076,ASAP Transport Solutions LLC,(800) 757-1178,billing@asaptransportsolutions.com,100.0,Fayetteville,Not specified,35.345167,-78.868212,30.626677,-95.586412,02_06_2023_07_19,02_06_2023_10_07
CAR,billings,MT,59101,henderson,NV,89044,1200,COD/COP,1004,1,1968 chevrolet camaro,Runs,ENCLOSED,2023-02-02,30022,have contract down pmt 702-342-1058,American Auto Shipping,(702) 342-1058,dispatch@americanautoshipping.com,100.0,Billings,Las Vegas - Paradise,45.66025,-108.384307,35.940321,-115.097277,02_06_2023_07_19,02_06_2023_14_56
SUV,Great Falls,MT,59405,Piscataway,NJ,08854,2100,COD/COP,2165,1,2021 lexus rx 350,Runs,ENCLOSED,2023-02-09,11203877,Not specified,Eship Corp,(754) 222-5377,info@eshiptransport.com,98.7,Great Falls,New York - Northern New Jersey - Long Island,47.299432,-111.191426,40.551764,-74.464675,02_06_2023_07_19,02_06_2023_11_15
PICKUP,hickory,NC,28601,sturgeon bay,WI,54235,1000,COD/COP,981,1,1959 ford f100,Runs,ENCLOSED,2023-02-13,3999977-at,ready feb 13th,Ultimate Transport 123,(888) 885-9123 x3,dispatch@ultimatetransport123.com,100.0,Hickory - Lenoir - Morganton,Not specified,35.780393,-81.33651,44.839983,-87.399715,02_06_2023_07_19,02_06_2023_14_56
CAR,Hickory,NC,28602,Quakertown,PA,18951,550,COD/COP,559,1,2022 chevrolet corvette,Runs,ENCLOSED,2023-02-07,4251662,8134303430 ASAP. https://link.truecarriers.com/uE1o,True Carrier LLC,(813) 213-3545,dispatch@truecarriers.com,99.9,Hickory - Lenoir - Morganton,Philadelphia - Camden - Wilmington,35.67682,-81.385287,40.458938,-75.323708,02_06_2023_07_19,02_06_2023_09_07
